order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FJUN629101503,27-Jun-22,789101,25891503,203,29-Jun-22,30-Jun-22,203,1,0,0
FJUN630522503,27-Jun-22,789522,25891503,110,30-Jun-22,2-Jul-22,110,1,0,0
FJUN629402603,27-Jun-22,789402,25891503,172,29-Jun-22,29-Jun-22,172,1,1,1
FJUN628702503,27-Jun-22,789702,25891503,225,28-Jun-22,28-Jun-22,203,0,1,0
FJUN630422503,27-Jun-22,789422,25891503,130,30-Jun-22,30-Jun-22,124,0,1,0
FJUN628603503,27-Jun-22,789603,25891103,449,28-Jun-22,28-Jun-22,449,1,1,1
FJUN629702401,27-Jun-22,789702,25891103,368,29-Jun-22,29-Jun-22,331,0,1,0
FJUN628320401,27-Jun-22,789320,25891103,303,28-Jun-22,28-Jun-22,303,1,1,1
FJUN629303201,27-Jun-22,789303,25891103,410,29-Jun-22,29-Jun-22,410,1,1,1
FJUN628203103,27-Jun-22,789203,25891103,370,28-Jun-22,28-Jun-22,352,0,1,0
FJUN630203602,27-Jun-22,789203,25891103,434,30-Jun-22,30-Jun-22,434,1,1,1
FJUN628720103,27-Jun-22,789720,25891103,355,28-Jun-22,28-Jun-22,355,1,1,1
FJUN629720501,27-Jun-22,789720,25891103,316,29-Jun-22,29-Jun-22,300,0,1,0
FJUN629622103,27-Jun-22,789622,25891103,462,29-Jun-22,29-Jun-22,462,1,1,1
FJUN630220503,27-Jun-22,789220,25891103,362,30-Jun-22,30-Jun-22,362,1,1,1
FJUN628301602,27-Jun-22,789301,25891103,353,28-Jun-22,28-Jun-22,282,0,1,0
FJUN630422601,27-Jun-22,789422,25891103,413,30-Jun-22,3-Jul-22,413,1,0,0
FJUN629221601,27-Jun-22,789221,25891601,156,29-Jun-22,29-Jun-22,156,1,1,1
FJUN628703601,27-Jun-22,789703,25891601,99,28-Jun-22,29-Jun-22,99,1,0,0
FJUN628202601,27-Jun-22,789202,25891601,94,28-Jun-22,28-Jun-22,94,1,1,1
FJUN628520602,27-Jun-22,789520,25891601,121,28-Jun-22,28-Jun-22,121,1,1,1
FJUN629521601,27-Jun-22,789521,25891601,165,29-Jun-22,1-Jul-22,165,1,0,0
FJUN629103601,27-Jun-22,789103,25891601,93,29-Jun-22,29-Jun-22,84,0,1,0
FJUN630303601,27-Jun-22,789303,25891601,113,30-Jun-22,1-Jul-22,113,1,0,0
FJUN629121601,27-Jun-22,789121,25891601,88,29-Jun-22,1-Jul-22,79,0,0,0
FJUN629101601,27-Jun-22,789101,25891601,149,29-Jun-22,29-Jun-22,149,1,1,1
FJUN630422601,27-Jun-22,789422,25891601,185,30-Jun-22,3-Jul-22,167,0,0,0
FJUN630503601,27-Jun-22,789503,25891601,87,30-Jun-22,30-Jun-22,78,0,1,0
FJUN629122601,27-Jun-22,789122,25891601,198,29-Jun-22,2-Jul-22,178,0,0,0
FJUN630122601,27-Jun-22,789122,25891601,194,30-Jun-22,2-Jul-22,194,1,0,0
FJUN629301601,27-Jun-22,789301,25891601,173,29-Jun-22,29-Jun-22,173,1,1,1
FJUN630321601,27-Jun-22,789321,25891601,139,30-Jun-22,29-Jun-22,139,1,1,1
FJUN630203602,27-Jun-22,789203,25891601,131,30-Jun-22,30-Jun-22,131,1,1,1
FJUN629501602,27-Jun-22,789501,25891601,101,29-Jun-22,29-Jun-22,101,1,1,1
FJUN628402402,27-Jun-22,789402,25891402,375,28-Jun-22,28-Jun-22,375,1,1,1
FJUN630603402,27-Jun-22,789603,25891402,209,30-Jun-22,29-Jun-22,167,0,1,0
FJUN630601402,27-Jun-22,789601,25891402,458,30-Jun-22,30-Jun-22,435,0,1,0
FJUN630203602,27-Jun-22,789203,25891402,273,30-Jun-22,30-Jun-22,273,1,1,1
FJUN630902503,27-Jun-22,789902,25891402,360,30-Jun-22,30-Jun-22,360,1,1,1
FJUN630903603,27-Jun-22,789903,25891402,459,30-Jun-22,30-Jun-22,367,0,1,0
FJUN628522402,27-Jun-22,789522,25891402,393,28-Jun-22,1-Jul-22,393,1,0,0
FJUN628201402,27-Jun-22,789201,25891402,213,28-Jun-22,29-Jun-22,202,0,0,0
FJUN630201402,27-Jun-22,789201,25891402,205,30-Jun-22,30-Jun-22,195,0,1,0
FJUN629101601,27-Jun-22,789101,25891402,298,29-Jun-22,29-Jun-22,298,1,1,1
FJUN630202402,27-Jun-22,789202,25891402,469,30-Jun-22,2-Jul-22,422,0,0,0
FJUN629303201,27-Jun-22,789303,25891201,273,29-Jun-22,29-Jun-22,273,1,1,1
FJUN630303301,27-Jun-22,789303,25891201,405,30-Jun-22,30-Jun-22,405,1,1,1
FJUN629121201,27-Jun-22,789121,25891201,499,29-Jun-22,29-Jun-22,499,1,1,1
FJUN630121201,27-Jun-22,789121,25891201,116,30-Jun-22,2-Jul-22,116,1,0,0
FJUN630122601,27-Jun-22,789122,25891201,228,30-Jun-22,2-Jul-22,228,1,0,0
FJUN630601402,27-Jun-22,789601,25891201,299,30-Jun-22,30-Jun-22,239,0,1,0
FJUN629420303,27-Jun-22,789420,25891201,429,29-Jun-22,1-Jul-22,343,0,0,0
FJUN628320401,27-Jun-22,789320,25891201,219,28-Jun-22,28-Jun-22,219,1,1,1
FJUN630202201,27-Jun-22,789202,25891201,207,30-Jun-22,1-Jul-22,197,0,0,0
FJUN628321201,27-Jun-22,789321,25891201,368,28-Jun-22,28-Jun-22,368,1,1,1
FJUN630902503,27-Jun-22,789902,25891201,337,30-Jun-22,30-Jun-22,337,1,1,1
FJUN630403502,27-Jun-22,789403,25891201,391,30-Jun-22,30-Jun-22,391,1,1,1
FJUN628103201,27-Jun-22,789103,25891201,442,28-Jun-22,29-Jun-22,354,0,0,0
FJUN628422201,27-Jun-22,789422,25891201,455,28-Jun-22,29-Jun-22,455,1,0,0
FJUN629422201,27-Jun-22,789422,25891201,298,29-Jun-22,30-Jun-22,298,1,0,0
FJUN630720201,27-Jun-22,789720,25891201,117,30-Jun-22,30-Jun-22,105,0,1,0
FJUN630702302,27-Jun-22,789702,25891201,299,30-Jun-22,30-Jun-22,299,1,1,1
FJUN629203302,27-Jun-22,789203,25891201,478,29-Jun-22,29-Jun-22,478,1,1,1
FJUN630203602,27-Jun-22,789203,25891201,469,30-Jun-22,30-Jun-22,469,1,1,1
FJUN628703501,27-Jun-22,789703,25891501,196,28-Jun-22,28-Jun-22,196,1,1,1
FJUN629702501,27-Jun-22,789702,25891501,138,29-Jun-22,28-Jun-22,124,0,1,0
FJUN628203501,27-Jun-22,789203,25891501,173,28-Jun-22,30-Jun-22,173,1,0,0
FJUN628420501,27-Jun-22,789420,25891501,115,28-Jun-22,30-Jun-22,103,0,0,0
FJUN630403502,27-Jun-22,789403,25891501,192,30-Jun-22,30-Jun-22,192,1,1,1
FJUN628103501,27-Jun-22,789103,25891501,200,28-Jun-22,28-Jun-22,160,0,1,0
FJUN628102501,27-Jun-22,789102,25891501,233,28-Jun-22,27-Jun-22,233,1,1,1
FJUN629421501,27-Jun-22,789421,25891501,107,29-Jun-22,1-Jul-22,96,0,0,0
FJUN629402603,27-Jun-22,789402,25891501,100,29-Jun-22,29-Jun-22,100,1,1,1
FJUN629220603,27-Jun-22,789220,25891501,187,29-Jun-22,29-Jun-22,168,0,1,0
FJUN629720501,27-Jun-22,789720,25891501,223,29-Jun-22,29-Jun-22,223,1,1,1
FJUN628301602,27-Jun-22,789301,25891602,171,28-Jun-22,28-Jun-22,171,1,1,1
FJUN629301602,27-Jun-22,789301,25891602,53,29-Jun-22,30-Jun-22,50,0,0,0
FJUN628303602,27-Jun-22,789303,25891602,179,28-Jun-22,28-Jun-22,179,1,1,1
FJUN630621602,27-Jun-22,789621,25891602,88,30-Jun-22,30-Jun-22,88,1,1,1
FJUN629703602,27-Jun-22,789703,25891602,109,29-Jun-22,29-Jun-22,109,1,1,1
FJUN629321603,27-Jun-22,789321,25891602,96,29-Jun-22,29-Jun-22,96,1,1,1
FJUN630321603,27-Jun-22,789321,25891602,155,30-Jun-22,30-Jun-22,147,0,1,0
FJUN629402603,27-Jun-22,789402,25891602,112,29-Jun-22,29-Jun-22,112,1,1,1
FJUN630402602,27-Jun-22,789402,25891602,91,30-Jun-22,1-Jul-22,82,0,0,0
FJUN630203602,27-Jun-22,789203,25891602,129,30-Jun-22,30-Jun-22,123,0,1,0
FJUN630103602,27-Jun-22,789103,25891602,149,30-Jun-22,3-Jul-22,119,0,0,0
FJUN628903602,27-Jun-22,789903,25891602,57,28-Jun-22,30-Jun-22,51,0,0,0
FJUN628520602,27-Jun-22,789520,25891602,89,28-Jun-22,28-Jun-22,71,0,1,0
FJUN629622602,27-Jun-22,789622,25891602,121,29-Jun-22,28-Jun-22,121,1,1,1
FJUN630622602,27-Jun-22,789622,25891602,112,30-Jun-22,30-Jun-22,112,1,1,1
FJUN629501602,27-Jun-22,789501,25891602,82,29-Jun-22,29-Jun-22,82,1,1,1
FJUN628421602,27-Jun-22,789421,25891602,65,28-Jun-22,30-Jun-22,62,0,0,0
FJUN630201402,27-Jun-22,789201,25891101,468,30-Jun-22,30-Jun-22,468,1,1,1
FJUN630522101,27-Jun-22,789522,25891101,346,30-Jun-22,1-Jul-22,346,1,0,0
FJUN629703602,27-Jun-22,789703,25891101,494,29-Jun-22,29-Jun-22,494,1,1,1
FJUN630203602,27-Jun-22,789203,25891101,434,30-Jun-22,30-Jun-22,347,0,1,0
FJUN628902101,27-Jun-22,789902,25891101,344,28-Jun-22,27-Jun-22,327,0,1,0
FJUN629121201,27-Jun-22,789121,25891101,410,29-Jun-22,29-Jun-22,410,1,1,1
FJUN630720201,27-Jun-22,789720,25891101,429,30-Jun-22,30-Jun-22,429,1,1,1
FJUN628702303,27-Jun-22,789702,25891101,486,28-Jun-22,29-Jun-22,437,0,0,0
FJUN629702401,27-Jun-22,789702,25891101,316,29-Jun-22,29-Jun-22,284,0,1,0
FJUN629122301,27-Jun-22,789122,25891101,345,29-Jun-22,29-Jun-22,328,0,1,0
FJUN630421101,27-Jun-22,789421,25891101,438,30-Jun-22,2-Jul-22,416,0,0,0
FJUN628601101,27-Jun-22,789601,25891101,425,28-Jun-22,28-Jun-22,404,0,1,0
FJUN629601301,27-Jun-22,789601,25891101,363,29-Jun-22,30-Jun-22,363,1,0,0
FJUN629202102,27-Jun-22,789202,25891101,323,29-Jun-22,29-Jun-22,323,1,1,1
FJUN628102503,27-Jun-22,789102,25891101,465,28-Jun-22,28-Jun-22,442,0,1,0
FJUN630102101,27-Jun-22,789102,25891101,320,30-Jun-22,30-Jun-22,320,1,1,1
FJUN630902503,27-Jun-22,789902,25891401,488,30-Jun-22,30-Jun-22,464,0,1,0
FJUN630520401,27-Jun-22,789520,25891401,351,30-Jun-22,2-Jul-22,333,0,0,0
FJUN628320401,27-Jun-22,789320,25891401,491,28-Jun-22,28-Jun-22,491,1,1,1
FJUN630203602,27-Jun-22,789203,25891401,362,30-Jun-22,30-Jun-22,362,1,1,1
FJUN628702503,27-Jun-22,789702,25891401,454,28-Jun-22,28-Jun-22,409,0,1,0
FJUN629702401,27-Jun-22,789702,25891401,258,29-Jun-22,29-Jun-22,245,0,1,0
FJUN628303602,27-Jun-22,789303,25891401,216,28-Jun-22,28-Jun-22,216,1,1,1
FJUN629422401,27-Jun-22,789422,25891401,467,29-Jun-22,29-Jun-22,467,1,1,1
FJUN630422401,27-Jun-22,789422,25891401,376,30-Jun-22,1-Jul-22,376,1,0,0
FJUN630401401,27-Jun-22,789401,25891401,265,30-Jun-22,30-Jun-22,265,1,1,1
FJUN629601401,27-Jun-22,789601,25891401,378,29-Jun-22,29-Jun-22,378,1,1,1
FJUN629421401,27-Jun-22,789421,25891401,328,29-Jun-22,2-Jul-22,312,0,0,0
FJUN628521401,27-Jun-22,789521,25891401,370,28-Jun-22,28-Jun-22,370,1,1,1
FJUN629403401,27-Jun-22,789403,25891401,378,29-Jun-22,29-Jun-22,340,0,1,0
FJUN630501603,27-Jun-22,789501,25891603,58,30-Jun-22,30-Jun-22,58,1,1,1
FJUN629220603,27-Jun-22,789220,25891603,79,29-Jun-22,29-Jun-22,79,1,1,1
FJUN629603603,27-Jun-22,789603,25891603,162,29-Jun-22,28-Jun-22,162,1,1,1
FJUN628320603,27-Jun-22,789320,25891603,102,28-Jun-22,29-Jun-22,102,1,0,0
FJUN630320603,27-Jun-22,789320,25891603,100,30-Jun-22,30-Jun-22,100,1,1,1
FJUN628121603,27-Jun-22,789121,25891603,172,28-Jun-22,30-Jun-22,155,0,0,0
FJUN630121603,27-Jun-22,789121,25891603,187,30-Jun-22,29-Jun-22,168,0,1,0
FJUN630521603,27-Jun-22,789521,25891603,141,30-Jun-22,1-Jul-22,141,1,0,0
FJUN629622603,27-Jun-22,789622,25891603,129,29-Jun-22,30-Jun-22,129,1,0,0
FJUN629402603,27-Jun-22,789402,25891603,137,29-Jun-22,29-Jun-22,137,1,1,1
FJUN630402603,27-Jun-22,789402,25891603,153,30-Jun-22,30-Jun-22,145,0,1,0
FJUN628422603,27-Jun-22,789422,25891603,160,28-Jun-22,1-Jul-22,160,1,0,0
FJUN629421603,27-Jun-22,789421,25891603,166,29-Jun-22,30-Jun-22,166,1,0,0
FJUN628503603,27-Jun-22,789503,25891603,85,28-Jun-22,28-Jun-22,81,0,1,0
FJUN630903603,27-Jun-22,789903,25891603,194,30-Jun-22,30-Jun-22,175,0,1,0
FJUN629321603,27-Jun-22,789321,25891603,137,29-Jun-22,29-Jun-22,123,0,1,0
FJUN630321603,27-Jun-22,789321,25891603,111,30-Jun-22,30-Jun-22,111,1,1,1
FJUN629721603,27-Jun-22,789721,25891603,122,29-Jun-22,29-Jun-22,110,0,1,0
FJUN628621603,27-Jun-22,789621,25891603,116,28-Jun-22,28-Jun-22,110,0,1,0
FJUN628501202,27-Jun-22,789501,25891202,169,28-Jun-22,30-Jun-22,169,1,0,0
FJUN629402603,27-Jun-22,789402,25891202,456,29-Jun-22,29-Jun-22,456,1,1,1
FJUN630702302,27-Jun-22,789702,25891202,231,30-Jun-22,30-Jun-22,219,0,1,0
FJUN628122202,27-Jun-22,789122,25891202,108,28-Jun-22,28-Jun-22,97,0,1,0
FJUN629122601,27-Jun-22,789122,25891202,473,29-Jun-22,2-Jul-22,378,0,0,0
FJUN630122301,27-Jun-22,789122,25891202,451,30-Jun-22,1-Jul-22,428,0,0,0
FJUN628221202,27-Jun-22,789221,25891202,444,28-Jun-22,28-Jun-22,400,0,1,0
FJUN629221202,27-Jun-22,789221,25891202,367,29-Jun-22,2-Jul-22,367,1,0,0
FJUN628320401,27-Jun-22,789320,25891202,500,28-Jun-22,28-Jun-22,475,0,1,0
FJUN630420202,27-Jun-22,789420,25891202,260,30-Jun-22,2-Jul-22,247,0,0,0
FJUN629903202,27-Jun-22,789903,25891202,448,29-Jun-22,29-Jun-22,358,0,1,0
FJUN629703602,27-Jun-22,789703,25891202,204,29-Jun-22,29-Jun-22,204,1,1,1
FJUN630703202,27-Jun-22,789703,25891202,147,30-Jun-22,30-Jun-22,147,1,1,1
FJUN628303202,27-Jun-22,789303,25891202,449,28-Jun-22,27-Jun-22,449,1,1,1
FJUN628421602,27-Jun-22,789421,25891202,355,28-Jun-22,30-Jun-22,284,0,0,0
FJUN630421403,27-Jun-22,789421,25891202,196,30-Jun-22,30-Jun-22,186,0,1,0
FJUN629503502,27-Jun-22,789503,25891202,161,29-Jun-22,29-Jun-22,161,1,1,1
FJUN628603503,27-Jun-22,789603,25891202,207,28-Jun-22,28-Jun-22,207,1,1,1
FJUN630720202,27-Jun-22,789720,25891202,170,30-Jun-22,2-Jul-22,170,1,0,0
FJUN629621202,27-Jun-22,789621,25891202,145,29-Jun-22,29-Jun-22,116,0,1,0
FJUN629321603,27-Jun-22,789321,25891202,239,29-Jun-22,29-Jun-22,239,1,1,1
FJUN630321603,27-Jun-22,789321,25891202,484,30-Jun-22,30-Jun-22,460,0,1,0
FJUN628422303,27-Jun-22,789422,25891303,84,28-Jun-22,30-Jun-22,84,1,0,0
FJUN630603303,27-Jun-22,789603,25891303,75,30-Jun-22,2-Jul-22,75,1,0,0
FJUN630201402,27-Jun-22,789201,25891303,89,30-Jun-22,30-Jun-22,89,1,1,1
FJUN629420303,27-Jun-22,789420,25891303,20,29-Jun-22,1-Jul-22,20,1,0,0
FJUN629520303,27-Jun-22,789520,25891303,91,29-Jun-22,1-Jul-22,86,0,0,0
FJUN630520303,27-Jun-22,789520,25891303,61,30-Jun-22,3-Jul-22,61,1,0,0
FJUN628320303,27-Jun-22,789320,25891303,91,28-Jun-22,27-Jun-22,91,1,1,1
FJUN628702303,27-Jun-22,789702,25891303,31,28-Jun-22,29-Jun-22,28,0,0,0
FJUN629221601,27-Jun-22,789221,25891303,96,29-Jun-22,29-Jun-22,96,1,1,1
FJUN628503303,27-Jun-22,789503,25891303,100,28-Jun-22,30-Jun-22,100,1,0,0
FJUN630503601,27-Jun-22,789503,25891303,72,30-Jun-22,30-Jun-22,65,0,1,0
FJUN628403303,27-Jun-22,789403,25891303,88,28-Jun-22,28-Jun-22,88,1,1,1
FJUN630220503,27-Jun-22,789220,25891303,88,30-Jun-22,30-Jun-22,88,1,1,1
FJUN628621603,27-Jun-22,789621,25891303,48,28-Jun-22,28-Jun-22,48,1,1,1
FJUN630121503,27-Jun-22,789121,25891503,207,30-Jun-22,3-Jul-22,207,1,0,0
FJUN630603502,27-Jun-22,789603,25891203,447,30-Jun-22,30-Jun-22,447,1,1,1
FJUN630422203,27-Jun-22,789422,25891203,282,30-Jun-22,2-Jul-22,254,0,0,0
FJUN629101601,27-Jun-22,789101,25891203,127,29-Jun-22,29-Jun-22,127,1,1,1
FJUN630401401,27-Jun-22,789401,25891203,282,30-Jun-22,30-Jun-22,226,0,1,0
FJUN630320603,27-Jun-22,789320,25891203,444,30-Jun-22,30-Jun-22,444,1,1,1
FJUN628420203,27-Jun-22,789420,25891203,149,28-Jun-22,29-Jun-22,149,1,0,0
FJUN630522203,27-Jun-22,789522,25891203,422,30-Jun-22,3-Jul-22,380,0,0,0
FJUN628202601,27-Jun-22,789202,25891203,271,28-Jun-22,28-Jun-22,271,1,1,1
FJUN630503203,27-Jun-22,789503,25891203,338,30-Jun-22,1-Jul-22,304,0,0,0
FJUN630720203,27-Jun-22,789720,25891203,460,30-Jun-22,3-Jul-22,460,1,0,0
FJUN628303602,27-Jun-22,789303,25891203,222,28-Jun-22,28-Jun-22,211,0,1,0
FJUN630303301,27-Jun-22,789303,25891203,189,30-Jun-22,30-Jun-22,189,1,1,1
FJUN629121601,27-Jun-22,789121,25891203,485,29-Jun-22,1-Jul-22,485,1,0,0
FJUN629221601,27-Jun-22,789221,25891203,355,29-Jun-22,29-Jun-22,355,1,1,1
FJUN629201502,27-Jun-22,789201,25891203,155,29-Jun-22,29-Jun-22,155,1,1,1
FJUN630201402,27-Jun-22,789201,25891203,453,30-Jun-22,30-Jun-22,453,1,1,1
FJUN630321603,27-Jun-22,789321,25891203,470,30-Jun-22,30-Jun-22,470,1,1,1
FJUN629122203,27-Jun-22,789122,25891203,472,29-Jun-22,1-Jul-22,448,0,0,0
FJUN628421203,27-Jun-22,789421,25891203,166,28-Jun-22,1-Jul-22,133,0,0,0
FJUN629421501,27-Jun-22,789421,25891203,368,29-Jun-22,1-Jul-22,331,0,0,0
FJUN629402203,27-Jun-22,789402,25891203,228,29-Jun-22,30-Jun-22,217,0,0,0
FJUN628102503,27-Jun-22,789102,25891302,70,28-Jun-22,28-Jun-22,70,1,1,1
FJUN629102403,27-Jun-22,789102,25891302,89,29-Jun-22,29-Jun-22,85,0,1,0
FJUN630702302,27-Jun-22,789702,25891302,36,30-Jun-22,30-Jun-22,36,1,1,1
FJUN629603302,27-Jun-22,789603,25891302,40,29-Jun-22,29-Jun-22,40,1,1,1
FJUN628501302,27-Jun-22,789501,25891302,74,28-Jun-22,28-Jun-22,74,1,1,1
FJUN629221302,27-Jun-22,789221,25891302,41,29-Jun-22,28-Jun-22,41,1,1,1
FJUN629421302,27-Jun-22,789421,25891302,99,29-Jun-22,29-Jun-22,94,0,1,0
FJUN628403302,27-Jun-22,789403,25891302,30,28-Jun-22,29-Jun-22,30,1,0,0
FJUN630403502,27-Jun-22,789403,25891302,69,30-Jun-22,30-Jun-22,66,0,1,0
FJUN628220403,27-Jun-22,789220,25891302,22,28-Jun-22,29-Jun-22,21,0,0,0
FJUN628902502,27-Jun-22,789902,25891302,59,28-Jun-22,28-Jun-22,59,1,1,1
FJUN628521401,27-Jun-22,789521,25891302,97,28-Jun-22,28-Jun-22,97,1,1,1
FJUN629303302,27-Jun-22,789303,25891302,50,29-Jun-22,30-Jun-22,50,1,0,0
FJUN629202403,27-Jun-22,789202,25891302,38,29-Jun-22,30-Jun-22,38,1,0,0
FJUN630720302,27-Jun-22,789720,25891302,39,30-Jun-22,1-Jul-22,39,1,0,0
FJUN628703501,27-Jun-22,789703,25891302,89,28-Jun-22,28-Jun-22,89,1,1,1
FJUN629203302,27-Jun-22,789203,25891302,100,29-Jun-22,29-Jun-22,100,1,1,1
FJUN629422302,27-Jun-22,789422,25891302,95,29-Jun-22,2-Jul-22,85,0,0,0
FJUN630721301,27-Jun-22,789721,25891301,45,30-Jun-22,30-Jun-22,45,1,1,1
FJUN629703602,27-Jun-22,789703,25891301,83,29-Jun-22,29-Jun-22,83,1,1,1
FJUN629122301,27-Jun-22,789122,25891301,74,29-Jun-22,29-Jun-22,67,0,1,0
FJUN630122301,27-Jun-22,789122,25891301,64,30-Jun-22,1-Jul-22,64,1,0,0
FJUN629101601,27-Jun-22,789101,25891301,60,29-Jun-22,29-Jun-22,60,1,1,1
FJUN628121301,27-Jun-22,789121,25891301,57,28-Jun-22,29-Jun-22,57,1,0,0
FJUN629203302,27-Jun-22,789203,25891301,70,29-Jun-22,29-Jun-22,66,0,1,0
FJUN629601301,27-Jun-22,789601,25891301,84,29-Jun-22,30-Jun-22,84,1,0,0
FJUN630402603,27-Jun-22,789402,25891301,69,30-Jun-22,30-Jun-22,62,0,1,0
FJUN628503603,27-Jun-22,789503,25891301,97,28-Jun-22,28-Jun-22,97,1,1,1
FJUN629221601,27-Jun-22,789221,25891301,95,29-Jun-22,29-Jun-22,85,0,1,0
FJUN628202601,27-Jun-22,789202,25891301,29,28-Jun-22,28-Jun-22,29,1,1,1
FJUN628522301,27-Jun-22,789522,25891301,98,28-Jun-22,30-Jun-22,98,1,0,0
FJUN630903301,27-Jun-22,789903,25891301,69,30-Jun-22,3-Jul-22,69,1,0,0
FJUN630702302,27-Jun-22,789702,25891301,66,30-Jun-22,30-Jun-22,66,1,1,1
FJUN629622301,27-Jun-22,789622,25891301,61,29-Jun-22,1-Jul-22,61,1,0,0
FJUN628303602,27-Jun-22,789303,25891301,89,28-Jun-22,28-Jun-22,80,0,1,0
FJUN630303301,27-Jun-22,789303,25891301,87,30-Jun-22,30-Jun-22,87,1,1,1
FJUN630422503,27-Jun-22,789422,25891301,35,30-Jun-22,30-Jun-22,35,1,1,1
FJUN630601402,27-Jun-22,789601,25891102,423,30-Jun-22,30-Jun-22,381,0,1,0
FJUN630402603,27-Jun-22,789402,25891102,483,30-Jun-22,30-Jun-22,483,1,1,1
FJUN629221601,27-Jun-22,789221,25891102,336,29-Jun-22,29-Jun-22,336,1,1,1
FJUN630221503,27-Jun-22,789221,25891102,414,30-Jun-22,30-Jun-22,414,1,1,1
FJUN629622103,27-Jun-22,789622,25891102,400,29-Jun-22,29-Jun-22,400,1,1,1
FJUN630622602,27-Jun-22,789622,25891102,464,30-Jun-22,30-Jun-22,441,0,1,0
FJUN629902102,27-Jun-22,789902,25891102,304,29-Jun-22,29-Jun-22,304,1,1,1
FJUN630902503,27-Jun-22,789902,25891102,339,30-Jun-22,30-Jun-22,339,1,1,1
FJUN628503102,27-Jun-22,789503,25891102,396,28-Jun-22,1-Jul-22,396,1,0,0
FJUN630720201,27-Jun-22,789720,25891102,339,30-Jun-22,30-Jun-22,339,1,1,1
FJUN628501302,27-Jun-22,789501,25891102,305,28-Jun-22,28-Jun-22,305,1,1,1
FJUN628321102,27-Jun-22,789321,25891102,346,28-Jun-22,29-Jun-22,346,1,0,0
FJUL71420603,28-Jun-22,789420,25891103,438,1-Jul-22,3-Jul-22,438,1,0,0
FJUN630101601,28-Jun-22,789101,25891203,376,30-Jun-22,30-Jun-22,376,1,1,1
FJUL71101502,28-Jun-22,789101,25891203,185,1-Jul-22,1-Jul-22,185,1,1,1
FJUN629401203,28-Jun-22,789401,25891203,118,29-Jun-22,1-Jul-22,118,1,0,0
FJUN629203501,28-Jun-22,789203,25891203,261,29-Jun-22,29-Jun-22,261,1,1,1
FJUN630220203,28-Jun-22,789220,25891203,107,30-Jun-22,1-Jul-22,107,1,0,0
FJUN630403601,28-Jun-22,789403,25891203,226,30-Jun-22,30-Jun-22,203,0,1,0
FJUN629301203,28-Jun-22,789301,25891203,293,29-Jun-22,1-Jul-22,293,1,0,0
FJUL71202603,28-Jun-22,789202,25891203,389,1-Jul-22,1-Jul-22,389,1,1,1
FJUN629303203,28-Jun-22,789303,25891203,422,29-Jun-22,28-Jun-22,422,1,1,1
FJUL71201502,28-Jun-22,789201,25891203,367,1-Jul-22,1-Jul-22,367,1,1,1
FJUL71321203,28-Jun-22,789321,25891203,204,1-Jul-22,1-Jul-22,184,0,1,0
FJUL71622203,28-Jun-22,789622,25891203,385,1-Jul-22,1-Jul-22,385,1,1,1
FJUN629102601,28-Jun-22,789102,25891203,302,29-Jun-22,29-Jun-22,272,0,1,0
FJUN629903601,28-Jun-22,789903,25891203,424,29-Jun-22,29-Jun-22,403,0,1,0
FJUN630903401,28-Jun-22,789903,25891203,463,30-Jun-22,30-Jun-22,440,0,1,0
FJUN629520203,28-Jun-22,789520,25891203,419,29-Jun-22,29-Jun-22,419,1,1,1
FJUN630621203,28-Jun-22,789621,25891203,430,30-Jun-22,30-Jun-22,430,1,1,1
FJUN629702402,28-Jun-22,789702,25891302,92,29-Jun-22,29-Jun-22,92,1,1,1
FJUN630622601,28-Jun-22,789622,25891302,79,30-Jun-22,30-Jun-22,79,1,1,1
FJUL71603302,28-Jun-22,789603,25891302,47,1-Jul-22,2-Jul-22,47,1,0,0
FJUL71220302,28-Jun-22,789220,25891302,26,1-Jul-22,1-Jul-22,23,0,1,0
FJUN630902502,28-Jun-22,789902,25891302,20,30-Jun-22,30-Jun-22,20,1,1,1
FJUN630521302,28-Jun-22,789521,25891302,90,30-Jun-22,2-Jul-22,90,1,0,0
FJUL71103602,28-Jun-22,789103,25891302,78,1-Jul-22,1-Jul-22,78,1,1,1
FJUN629401302,28-Jun-22,789401,25891302,81,29-Jun-22,29-Jun-22,81,1,1,1
FJUL71703302,28-Jun-22,789703,25891302,22,1-Jul-22,1-Jul-22,22,1,1,1
FJUN629601403,28-Jun-22,789601,25891302,44,29-Jun-22,29-Jun-22,42,0,1,0
FJUN630522302,28-Jun-22,789522,25891302,95,30-Jun-22,30-Jun-22,95,1,1,1
FJUN630503502,28-Jun-22,789503,25891302,52,30-Jun-22,30-Jun-22,52,1,1,1
FJUN629402302,28-Jun-22,789402,25891302,26,29-Jun-22,29-Jun-22,26,1,1,1
FJUN630301603,28-Jun-22,789301,25891302,27,30-Jun-22,30-Jun-22,27,1,1,1
FJUL71301302,28-Jun-22,789301,25891302,57,1-Jul-22,1-Jul-22,57,1,1,1
FJUN629420602,28-Jun-22,789420,25891301,92,29-Jun-22,30-Jun-22,92,1,0,0
FJUL71122301,28-Jun-22,789122,25891301,49,1-Jul-22,2-Jul-22,44,0,0,0
FJUN629421301,28-Jun-22,789421,25891301,80,29-Jun-22,30-Jun-22,80,1,0,0
